"FL_DATE","TAIL_NUM","CARRIER","ORIGIN","ORIGIN_CITY_NAME","DEST","DEST_CITY_NAME","DEP_TIME","DEP_DELAY","ARR_TIME","ARR_DELAY","CANCELLED","CANCELLATION_CODE","DIVERTED","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY",
2017-01-01,"N202FR","F9","LAS","Las Vegas, NV","CVG","Cincinnati, OH","2159",-6.00,"0422",-21.00,0.00,"",0.00,,,,,,
2017-01-01,"N203FR","F9","MIA","Miami, FL","DEN","Denver, CO","1423",18.00,"1707",30.00,0.00,"",0.00,14.00,0.00,12.00,0.00,4.00,
2017-01-01,"N203FR","F9","DEN","Denver, CO","ATL","Atlanta, GA","1842",77.00,"2327",72.00,0.00,"",0.00,50.00,0.00,4.00,0.00,18.00,
2017-01-01,"N205FR","F9","CLT","Charlotte, NC","DEN","Denver, CO","0652",7.00,"0835",-4.00,0.00,"",0.00,,,,,,
2017-01-01,"N205FR","F9","DEN","Denver, CO","SAT","San Antonio, TX","0957",12.00,"1257",-1.00,0.00,"",0.00,,,,,,
2017-01-01,"N205FR","F9","SAT","San Antonio, TX","DEN","Denver, CO","1352",7.00,"1539",29.00,0.00,"",0.00,7.00,0.00,22.00,0.00,0.00,
2017-01-01,"N205FR","F9","DEN","Denver, CO","SNA","Santa Ana, CA","1721",6.00,"1847",8.00,0.00,"",0.00,,,,,,
2017-01-01,"N205FR","F9","SNA","Santa Ana, CA","DEN","Denver, CO","1926",1.00,"2248",-2.00,0.00,"",0.00,,,,,,
2017-01-01,"N206FR","F9","DEN","Denver, CO","ORD","Chicago, IL","0607",-3.00,"0931",-23.00,0.00,"",0.00,,,,,,
2017-01-01,"N207FR","F9","ORD","Chicago, IL","SFO","San Francisco, CA","2039",-6.00,"2344",1.00,0.00,"",0.00,,,,,,
2017-01-01,"N208FR","F9","DEN","Denver, CO","AUS","Austin, TX","1847",52.00,"2149",47.00,0.00,"",0.00,47.00,0.00,0.00,0.00,0.00,
2017-01-01,"N208FR","F9","AUS","Austin, TX","LAS","Las Vegas, NV","2233",23.00,"2353",40.00,0.00,"",0.00,0.00,0.00,17.00,0.00,23.00,
2017-01-01,"N209FR","F9","MCO","Orlando, FL","LAS","Las Vegas, NV","0644",-1.00,"0832",-30.00,0.00,"",0.00,,,,,,
2017-01-01,"N209FR","F9","LAS","Las Vegas, NV","BNA","Nashville, TN","0947",-8.00,"1518",-2.00,0.00,"",0.00,,,,,,
2017-01-01,"N209FR","F9","BNA","Nashville, TN","MCO","Orlando, FL","1624",-6.00,"1909",-6.00,0.00,"",0.00,,,,,,
2017-01-01,"N209FR","F9","MCO","Orlando, FL","CLE","Cleveland, OH","2015",-5.00,"2234",-24.00,0.00,"",0.00,,,,,,
2017-01-01,"N210FR","F9","LAS","Las Vegas, NV","DEN","Denver, CO","0553",-7.00,"0913",13.00,0.00,"",0.00,,,,,,
2017-01-01,"N211FR","F9","DEN","Denver, CO","LAX","Los Angeles, CA","0815",15.00,"0954",17.00,0.00,"",0.00,15.00,0.00,2.00,0.00,0.00,
2017-01-01,"N211FR","F9","LAX","Los Angeles, CA","ATL","Atlanta, GA","1103",28.00,"1812",16.00,0.00,"",0.00,12.00,0.00,0.00,0.00,4.00,
2017-01-01,"N211FR","F9","ATL","Atlanta, GA","LAS","Las Vegas, NV","1857",7.00,"2020",-3.00,0.00,"",0.00,,,,,,
2017-01-01,"N211FR","F9","LAS","Las Vegas, NV","TPA","Tampa, FL","2123",-2.00,"0439",6.00,0.00,"",0.00,,,,,,
2017-01-01,"N213FR","F9","MCO","Orlando, FL","MKE","Milwaukee, WI","0848",33.00,"1026",16.00,0.00,"",0.00,16.00,0.00,0.00,0.00,0.00,
2017-01-01,"N213FR","F9","MKE","Milwaukee, WI","MCO","Orlando, FL","1124",14.00,"1516",17.00,0.00,"",0.00,13.00,0.00,3.00,0.00,1.00,
2017-01-01,"N213FR","F9","MCO","Orlando, FL","DTW","Detroit, MI","1621",-9.00,"1855",-13.00,0.00,"",0.00,,,,,,
2017-01-01,"N213FR","F9","DTW","Detroit, MI","MCO","Orlando, FL","1950",-8.00,"2217",-23.00,0.00,"",0.00,,,,,,
2017-01-01,"N214FR","F9","ORD","Chicago, IL","DEN","Denver, CO","0915",-5.00,"1054",-16.00,0.00,"",0.00,,,,,,
2017-01-01,"N214FR","F9","DEN","Denver, CO","PHX","Phoenix, AZ","1529",9.00,"1712",-5.00,0.00,"",0.00,,,,,,
2017-01-01,"N214FR","F9","PHX","Phoenix, AZ","DTW","Detroit, MI","1756",-9.00,"2334",-25.00,0.00,"",0.00,,,,,,
2017-01-01,"N216FR","F9","DEN","Denver, CO","PHL","Philadelphia, PA","0042",-3.00,"0555",-12.00,0.00,"",0.00,,,,,,
2017-01-01,"N216FR","F9","PHL","Philadelphia, PA","TPA","Tampa, FL","0749",-6.00,"1027",-20.00,0.00,"",0.00,,,,,,
2017-01-01,"N216FR","F9","TPA","Tampa, FL","PHL","Philadelphia, PA","1145",-5.00,"1359",-18.00,0.00,"",0.00,,,,,,
2017-01-01,"N216FR","F9","PHL","Philadelphia, PA","MIA","Miami, FL","1505",-5.00,"1749",-23.00,0.00,"",0.00,,,,,,
2017-01-01,"N216FR","F9","MIA","Miami, FL","LAS","Las Vegas, NV","2004",-6.00,"2249",3.00,0.00,"",0.00,,,,,,
2017-01-01,"N216FR","F9","LAS","Las Vegas, NV","MIA","Miami, FL","0029",54.00,"0746",37.00,0.00,"",0.00,37.00,0.00,0.00,0.00,0.00,
2017-01-01,"N218FR","F9","CVG","Cincinnati, OH","PHX","Phoenix, AZ","0641",-9.00,"0902",0.00,0.00,"",0.00,,,,,,
2017-01-01,"N218FR","F9","PHX","Phoenix, AZ","CVG","Cincinnati, OH","0959",4.00,"1546",23.00,0.00,"",0.00,4.00,0.00,19.00,0.00,0.00,
2017-01-01,"N218FR","F9","CVG","Cincinnati, OH","FLL","Fort Lauderdale, FL","1652",42.00,"1914",26.00,0.00,"",0.00,21.00,0.00,1.00,0.00,4.00,
2017-01-01,"N218FR","F9","FLL","Fort Lauderdale, FL","CVG","Cincinnati, OH","2007",22.00,"2242",20.00,0.00,"",0.00,6.00,0.00,0.00,0.00,14.00,
2017-01-01,"N219FR","F9","MCO","Orlando, FL","COS","Colorado Springs, CO","0903",8.00,"1050",-12.00,0.00,"",0.00,,,,,,
2017-01-01,"N219FR","F9","COS","Colorado Springs, CO","PHX","Phoenix, AZ","1153",3.00,"1351",3.00,0.00,"",0.00,,,,,,
2017-01-01,"N219FR","F9","PHX","Phoenix, AZ","COS","Colorado Springs, CO","1444",4.00,"1631",0.00,0.00,"",0.00,,,,,,
2017-01-01,"N219FR","F9","COS","Colorado Springs, CO","MCO","Orlando, FL","1719",-1.00,"2251",11.00,0.00,"",0.00,,,,,,
2017-01-01,"N220FR","F9","DEN","Denver, CO","TPA","Tampa, FL","0011",-4.00,"0540",-3.00,0.00,"",0.00,,,,,,
2017-01-01,"N220FR","F9","TPA","Tampa, FL","CLE","Cleveland, OH","0715",0.00,"0944",-8.00,0.00,"",0.00,,,,,,
2017-01-01,"N220FR","F9","CLE","Cleveland, OH","TPA","Tampa, FL","1034",-6.00,"1257",-25.00,0.00,"",0.00,,,,,,
2017-01-01,"N220FR","F9","TPA","Tampa, FL","DEN","Denver, CO","1418",-1.00,"1627",-3.00,0.00,"",0.00,,,,,,
2017-01-01,"N220FR","F9","DEN","Denver, CO","LGA","New York, NY","1741",82.00,"2313",73.00,0.00,"",0.00,20.00,0.00,0.00,0.00,53.00,
2017-01-01,"N220FR","F9","LGA","New York, NY","DEN","Denver, CO","2357",72.00,"0220",47.00,0.00,"",0.00,0.00,0.00,0.00,0.00,47.00,
2017-01-01,"N221FR","F9","ATL","Atlanta, GA","LAX","Los Angeles, CA","0618",-2.00,"0818",-10.00,0.00,"",0.00,,,,,,
2017-01-01,"N221FR","F9","LAX","Los Angeles, CA","DEN","Denver, CO","0932",10.00,"1243",-2.00,0.00,"",0.00,,,,,,
2017-01-01,"N221FR","F9","DEN","Denver, CO","LAS","Las Vegas, NV","1345",0.00,"1434",-6.00,0.00,"",0.00,,,,,,
2017-01-01,"N221FR","F9","LAS","Las Vegas, NV","DEN","Denver, CO","1518",-7.00,"1810",-13.00,0.00,"",0.00,,,,,,
2017-01-01,"N221FR","F9","DEN","Denver, CO","IND","Indianapolis, IN","1931",11.00,"2345",5.00,0.00,"",0.00,,,,,,
2017-01-01,"N223FR","F9","IND","Indianapolis, IN","DEN","Denver, CO","0553",-7.00,"0644",-28.00,0.00,"",0.00,,,,,,
2017-01-01,"N223FR","F9","DEN","Denver, CO","SAN","San Diego, CA","0936",-4.00,"1049",-18.00,0.00,"",0.00,,,,,,
2017-01-01,"N223FR","F9","SAN","San Diego, CA","DEN","Denver, CO","1151",-9.00,"1512",-12.00,0.00,"",0.00,,,,,,
2017-01-01,"N223FR","F9","DEN","Denver, CO","PDX","Portland, OR","1608",-2.00,"1740",-24.00,0.00,"",0.00,,,,,,
2017-01-01,"N223FR","F9","PDX","Portland, OR","DEN","Denver, CO","1840",-15.00,"2243",16.00,0.00,"",0.00,0.00,0.00,16.00,0.00,0.00,
2017-01-01,"N223FR","F9","DEN","Denver, CO","MIA","Miami, FL","2355",40.00,"0542",34.00,0.00,"",0.00,27.00,0.00,7.00,0.00,0.00,
2017-01-01,"N227FR","F9","CLE","Cleveland, OH","RSW","Fort Myers, FL","0806",-4.00,"1104",-20.00,0.00,"",0.00,,,,,,
2017-01-01,"N227FR","F9","RSW","Fort Myers, FL","CLE","Cleveland, OH","1209",-11.00,"1440",-32.00,0.00,"",0.00,,,,,,
2017-01-01,"N227FR","F9","CLE","Cleveland, OH","MCO","Orlando, FL","1558",-12.00,"1820",-25.00,0.00,"",0.00,,,,,,
2017-01-01,"N227FR","F9","MCO","Orlando, FL","LAX","Los Angeles, CA","2049",-6.00,"2321",-23.00,0.00,"",0.00,,,,,,
2017-01-01,"N228FR","F9","DTW","Detroit, MI","PHX","Phoenix, AZ","0702",2.00,"0909",-24.00,0.00,"",0.00,,,,,,
2017-01-01,"N228FR","F9","PHX","Phoenix, AZ","ORD","Chicago, IL","1029",-6.00,"1459",-12.00,0.00,"",0.00,,,,,,
2017-01-01,"N228FR","F9","ORD","Chicago, IL","PHX","Phoenix, AZ","1553",-7.00,"1856",1.00,0.00,"",0.00,,,,,,
2017-01-01,"N228FR","F9","PHX","Phoenix, AZ","DEN","Denver, CO","1948",-2.00,"2221",37.00,0.00,"",0.00,0.00,0.00,37.00,0.00,0.00,
2017-01-01,"N229FR","F9","CVG","Cincinnati, OH","SFO","San Francisco, CA","0736",-9.00,"1005",-5.00,0.00,"",0.00,,,,,,
2017-01-01,"N229FR","F9","SFO","San Francisco, CA","DEN","Denver, CO","1119",24.00,"1515",43.00,0.00,"",0.00,24.00,0.00,19.00,0.00,0.00,
2017-01-01,"N229FR","F9","DEN","Denver, CO","SFO","San Francisco, CA","1613",13.00,"1759",14.00,0.00,"",0.00,,,,,,
2017-01-01,"N229FR","F9","SFO","San Francisco, CA","DEN","Denver, CO","1850",15.00,"2206",-5.00,0.00,"",0.00,,,,,,
2017-01-01,"N232FR","F9","ORD","Chicago, IL","PBI","West Palm Beach/Palm Beach, FL","1624",19.00,"2019",13.00,0.00,"",0.00,,,,,,
2017-01-01,"N232FR","F9","PBI","West Palm Beach/Palm Beach, FL","ORD","Chicago, IL","2106",11.00,"2304",-3.00,0.00,"",0.00,,,,,,
2017-01-01,"N233FR","F9","TPA","Tampa, FL","LAS","Las Vegas, NV","0755",35.00,"0939",19.00,0.00,"",0.00,19.00,0.00,0.00,0.00,0.00,
2017-01-01,"N233FR","F9","LAS","Las Vegas, NV","PIT","Pittsburgh, PA","1035",15.00,"1746",24.00,0.00,"",0.00,11.00,0.00,9.00,0.00,4.00,
2017-01-01,"N233FR","F9","PIT","Pittsburgh, PA","DEN","Denver, CO","1838",18.00,"2031",31.00,0.00,"",0.00,7.00,0.00,13.00,0.00,11.00,
2017-01-01,"N233FR","F9","DEN","Denver, CO","CLT","Charlotte, NC","2355",-4.00,"0456",-20.00,0.00,"",0.00,,,,,,
2017-01-01,"N235FR","F9","DEN","Denver, CO","SFO","San Francisco, CA","0707",-3.00,"0841",-22.00,0.00,"",0.00,,,,,,
2017-01-01,"N235FR","F9","SFO","San Francisco, CA","CVG","Cincinnati, OH","0945",-5.00,"1711",-6.00,0.00,"",0.00,,,,,,
2017-01-01,"N235FR","F9","CVG","Cincinnati, OH","LAS","Las Vegas, NV","1834",-6.00,"1949",-20.00,0.00,"",0.00,,,,,,
2017-01-01,"N235FR","F9","LAS","Las Vegas, NV","ATL","Atlanta, GA","2141",-4.00,"0420",-15.00,0.00,"",0.00,,,,,,
2017-01-01,"N236FR","F9","LAS","Las Vegas, NV","AUS","Austin, TX","0041",-4.00,"0517",-11.00,0.00,"",0.00,,,,,,
2017-01-01,"N236FR","F9","AUS","Austin, TX","DEN","Denver, CO","0658",-2.00,"0801",-18.00,0.00,"",0.00,,,,,,
2017-01-01,"N236FR","F9","DEN","Denver, CO","SLC","Salt Lake City, UT","0909",-1.00,"1028",-16.00,0.00,"",0.00,,,,,,
2017-01-01,"N236FR","F9","SLC","Salt Lake City, UT","DEN","Denver, CO","1123",-12.00,"1236",-19.00,0.00,"",0.00,,,,,,
2017-01-01,"N236FR","F9","DEN","Denver, CO","PIT","Pittsburgh, PA","1409",-1.00,"1856",-12.00,0.00,"",0.00,,,,,,
2017-01-01,"N236FR","F9","PIT","Pittsburgh, PA","LAS","Las Vegas, NV","2017",7.00,"2211",1.00,0.00,"",0.00,,,,,,
2017-01-01,"N238FR","F9","MCO","Orlando, FL","RDU","Raleigh/Durham, NC","1124",-11.00,"1303",-8.00,0.00,"",0.00,,,,,,
2017-01-01,"N238FR","F9","RDU","Raleigh/Durham, NC","PHL","Philadelphia, PA","1350",-13.00,"1509",-21.00,0.00,"",0.00,,,,,,
2017-01-01,"N238FR","F9","PHL","Philadelphia, PA","PGD","Punta Gorda, FL","1607",-8.00,"1907",-21.00,0.00,"",0.00,,,,,,
2017-01-01,"N238FR","F9","PGD","Punta Gorda, FL","PHL","Philadelphia, PA","2010",-3.00,"2232",-12.00,0.00,"",0.00,,,,,,
2017-01-01,"N301FR","F9","DEN","Denver, CO","DCA","Washington, DC","0653",-2.00,"1203",-17.00,0.00,"",0.00,,,,,,
2017-01-01,"N301FR","F9","DCA","Washington, DC","DEN","Denver, CO","1321",-8.00,"1539",-1.00,0.00,"",0.00,,,,,,
2017-01-01,"N301FR","F9","DEN","Denver, CO","DCA","Washington, DC","1717",42.00,"2219",24.00,0.00,"",0.00,24.00,0.00,0.00,0.00,0.00,
2017-01-01,"N303FR","F9","DCA","Washington, DC","DEN","Denver, CO","0715",0.00,"0920",-11.00,0.00,"",0.00,,,,,,
2017-01-01,"N303FR","F9","DEN","Denver, CO","DCA","Washington, DC","1035",-5.00,"1535",-25.00,0.00,"",0.00,,,,,,
2017-01-01,"N303FR","F9","DCA","Washington, DC","DEN","Denver, CO","1649",-11.00,"2013",58.00,0.00,"",0.00,0.00,0.00,58.00,0.00,0.00,
2017-01-01,"N304FR","F9","PHL","Philadelphia, PA","DEN","Denver, CO","0620",-5.00,"0829",-23.00,0.00,"",0.00,,,,,,
2017-01-01,"N304FR","F9","DEN","Denver, CO","SNA","Santa Ana, CA","1024",-6.00,"1139",-19.00,0.00,"",0.00,,,,,,
2017-01-01,"N304FR","F9","SNA","Santa Ana, CA","DEN","Denver, CO","1236",-14.00,"1544",-35.00,0.00,"",0.00,,,,,,
2017-01-01,"N304FR","F9","DEN","Denver, CO","LAS","Las Vegas, NV","2210",-1.00,"2320",10.00,0.00,"",0.00,,,,,,
2017-01-01,"N304FR","F9","LAS","Las Vegas, NV","MCO","Orlando, FL","0013",18.00,"0738",22.00,0.00,"",0.00,8.00,0.00,14.00,0.00,0.00,
2017-01-01,"N701FR","F9","CLE","Cleveland, OH","MCO","Orlando, FL","0706",-4.00,"0940",-18.00,0.00,"",0.00,,,,,,
2017-01-01,"N701FR","F9","MCO","Orlando, FL","DEN","Denver, CO","1855",-4.00,"2107",-8.00,0.00,"",0.00,,,,,,
2017-01-01,"N702FR","F9","ORD","Chicago, IL","LAX","Los Angeles, CA","1814",-6.00,"2058",-6.00,0.00,"",0.00,,,,,,
2017-01-01,"N702FR","F9","LAX","Los Angeles, CA","ORD","Chicago, IL","2247",-2.00,"0439",-21.00,0.00,"",0.00,,,,,,
2017-01-01,"N704FR","F9","DTW","Detroit, MI","DEN","Denver, CO","0601",1.00,"0722",0.00,0.00,"",0.00,,,,,,
2017-01-01,"N704FR","F9","DEN","Denver, CO","CLE","Cleveland, OH","0832",15.00,"1317",2.00,0.00,"",0.00,,,,,,
2017-01-01,"N704FR","F9","CLE","Cleveland, OH","DEN","Denver, CO","1413",3.00,"1646",64.00,0.00,"",0.00,1.00,0.00,61.00,0.00,2.00,
2017-01-01,"N704FR","F9","DEN","Denver, CO","LAX","Los Angeles, CA","1818",98.00,"2004",111.00,0.00,"",0.00,37.00,0.00,74.00,0.00,0.00,
2017-01-01,"N704FR","F9","LAX","Los Angeles, CA","DEN","Denver, CO","2051",101.00,"0005",91.00,0.00,"",0.00,0.00,0.00,54.00,0.00,37.00,
2017-01-01,"N704FR","F9","DEN","Denver, CO","DTW","Detroit, MI","0114",79.00,"0534",50.00,0.00,"",0.00,13.00,0.00,0.00,0.00,37.00,
2017-01-01,"N705FR","F9","MCO","Orlando, FL","DTW","Detroit, MI","0913",13.00,"1138",0.00,0.00,"",0.00,,,,,,
2017-01-01,"N705FR","F9","DTW","Detroit, MI","MCO","Orlando, FL","1235",-10.00,"1512",-15.00,0.00,"",0.00,,,,,,
2017-01-01,"N705FR","F9","MCO","Orlando, FL","ORD","Chicago, IL","1703",-7.00,"1850",-25.00,0.00,"",0.00,,,,,,
2017-01-01,"N705FR","F9","ORD","Chicago, IL","LAS","Las Vegas, NV","2018",-2.00,"2219",-3.00,0.00,"",0.00,,,,,,
2017-01-01,"N706FR","F9","MCO","Orlando, FL","MSP","Minneapolis, MN","1217",52.00,"1438",41.00,0.00,"",0.00,41.00,0.00,0.00,0.00,0.00,
2017-01-01,"N706FR","F9","MSP","Minneapolis, MN","MCO","Orlando, FL","1532",22.00,"1955",25.00,0.00,"",0.00,0.00,0.00,3.00,0.00,22.00,
2017-01-01,"N706FR","F9","MCO","Orlando, FL","PHL","Philadelphia, PA","2058",28.00,"2309",12.00,0.00,"",0.00,,,,,,
2017-01-01,"N708FR","F9","STL","St. Louis, MO","DEN","Denver, CO","1604",14.00,"1835",74.00,0.00,"",0.00,14.00,0.00,60.00,0.00,0.00,
2017-01-01,"N708FR","F9","DEN","Denver, CO","ORD","Chicago, IL","2003",92.00,"2334",96.00,0.00,"",0.00,33.00,0.00,49.00,0.00,14.00,
2017-01-01,"N709FR","F9","LAS","Las Vegas, NV","STL","St. Louis, MO","0021",-9.00,"0523",-20.00,0.00,"",0.00,,,,,,
2017-01-01,"N709FR","F9","STL","St. Louis, MO","MCO","Orlando, FL","0741",21.00,"1056",6.00,0.00,"",0.00,,,,,,
2017-01-01,"N709FR","F9","MCO","Orlando, FL","STL","St. Louis, MO","1304",-6.00,"1423",-24.00,0.00,"",0.00,,,,,,
2017-01-01,"N709FR","F9","STL","St. Louis, MO","LAS","Las Vegas, NV","1542",22.00,"1718",18.00,0.00,"",0.00,18.00,0.00,0.00,0.00,0.00,
2017-01-01,"N709FR","F9","LAS","Las Vegas, NV","DEN","Denver, CO","1819",14.00,"2107",4.00,0.00,"",0.00,,,,,,
2017-01-01,"N709FR","F9","DEN","Denver, CO","SLC","Salt Lake City, UT","2224",14.00,"2346",4.00,0.00,"",0.00,,,,,,
2017-01-01,"N710FR","F9","SLC","Salt Lake City, UT","DEN","Denver, CO","0626",-4.00,"0745",-25.00,0.00,"",0.00,,,,,,
2017-01-01,"N710FR","F9","DEN","Denver, CO","LAS","Las Vegas, NV","2016",11.00,"2115",8.00,0.00,"",0.00,,,,,,
2017-01-01,"N710FR","F9","LAS","Las Vegas, NV","ORD","Chicago, IL","2249",-6.00,"0409",-29.00,0.00,"",0.00,,,,,,
2017-01-01,"N711FR","F9","PHL","Philadelphia, PA","MCO","Orlando, FL","1922",-8.00,"2151",-31.00,0.00,"",0.00,,,,,,
2017-01-01,"N712FR","F9","MCO","Orlando, FL","PHL","Philadelphia, PA","0724",19.00,"0938",8.00,0.00,"",0.00,,,,,,
2017-01-01,"N712FR","F9","PHL","Philadelphia, PA","MCO","Orlando, FL","1038",3.00,"1313",-3.00,0.00,"",0.00,,,,,,
2017-01-01,"N712FR","F9","MCO","Orlando, FL","CVG","Cincinnati, OH","1422",2.00,"1624",-12.00,0.00,"",0.00,,,,,,
2017-01-01,"N712FR","F9","CVG","Cincinnati, OH","DEN","Denver, CO","1739",-5.00,"1930",30.00,0.00,"",0.00,0.00,0.00,30.00,0.00,0.00,
2017-01-01,"N712FR","F9","DEN","Denver, CO","STL","St. Louis, MO","2051",56.00,"2340",44.00,0.00,"",0.00,26.00,0.00,18.00,0.00,0.00,
2017-01-01,"N713FR","F9","ORD","Chicago, IL","MIA","Miami, FL","0705",5.00,"1110",-7.00,0.00,"",0.00,,,,,,
2017-01-01,"N713FR","F9","MIA","Miami, FL","ORD","Chicago, IL","1218",-7.00,"1415",-31.00,0.00,"",0.00,,,,,,
2017-01-01,"N713FR","F9","ORD","Chicago, IL","DEN","Denver, CO","1535",-10.00,"1714",-22.00,0.00,"",0.00,,,,,,
2017-01-01,"N713FR","F9","DEN","Denver, CO","SLC","Salt Lake City, UT","1910",30.00,"2048",36.00,0.00,"",0.00,30.00,0.00,6.00,0.00,0.00,
2017-01-01,"N713FR","F9","SLC","Salt Lake City, UT","DEN","Denver, CO","2144",34.00,"2320",43.00,0.00,"",0.00,1.00,0.00,12.00,0.00,30.00,
2017-01-01,"N713FR","F9","DEN","Denver, CO","MCO","Orlando, FL","0058",63.00,"0628",65.00,0.00,"",0.00,43.00,0.00,2.00,0.00,20.00,
2017-01-01,"N714FR","F9","ORD","Chicago, IL","MCO","Orlando, FL","0809",99.00,"1146",87.00,0.00,"",0.00,87.00,0.00,0.00,0.00,0.00,
2017-01-01,"N714FR","F9","MCO","Orlando, FL","DEN","Denver, CO","1248",103.00,"1441",78.00,0.00,"",0.00,0.00,0.00,0.00,0.00,78.00,
2017-01-01,"N714FR","F9","DEN","Denver, CO","CVG","Cincinnati, OH","1544",79.00,"2016",78.00,0.00,"",0.00,7.00,0.00,0.00,0.00,71.00,
2017-01-01,"N714FR","F9","CVG","Cincinnati, OH","MCO","Orlando, FL","2110",71.00,"2313",56.00,0.00,"",0.00,0.00,0.00,0.00,0.00,56.00,
2017-01-01,"N715FR","F9","DEN","Denver, CO","MCO","Orlando, FL","0631",-4.00,"1215",2.00,0.00,"",0.00,,,,,,
2017-01-01,"N715FR","F9","MCO","Orlando, FL","CLE","Cleveland, OH","1456",-4.00,"1718",-19.00,0.00,"",0.00,,,,,,
2017-01-01,"N715FR","F9","CLE","Cleveland, OH","LAS","Las Vegas, NV","1920",35.00,"2055",26.00,0.00,"",0.00,26.00,0.00,0.00,0.00,0.00,
2017-01-01,"N715FR","F9","LAS","Las Vegas, NV","CLE","Cleveland, OH","2209",14.00,"0450",-9.00,0.00,"",0.00,,,,,,
2017-01-01,"N902FR","F9","DEN","Denver, CO","TPA","Tampa, FL","0715",0.00,"1250",7.00,0.00,"",0.00,,,,,,
2017-01-01,"N902FR","F9","TPA","Tampa, FL","TTN","Trenton, NJ","1348",8.00,"1613",4.00,0.00,"",0.00,,,,,,
2017-01-01,"N902FR","F9","TTN","Trenton, NJ","MCO","Orlando, FL","1652",-3.00,"1933",-6.00,0.00,"",0.00,,,,,,
2017-01-01,"N902FR","F9","MCO","Orlando, FL","TTN","Trenton, NJ","2024",-11.00,"2256",-12.00,0.00,"",0.00,,,,,,
2017-01-01,"N910FR","F9","MCO","Orlando, FL","CMH","Columbus, OH","0924",-6.00,"1135",-8.00,0.00,"",0.00,,,,,,
2017-01-01,"N910FR","F9","CMH","Columbus, OH","MCO","Orlando, FL","1236",-4.00,"1449",-6.00,0.00,"",0.00,,,,,,
2017-01-01,"N910FR","F9","MCO","Orlando, FL","DSM","Des Moines, IA","1534",-1.00,"1731",-24.00,0.00,"",0.00,,,,,,
2017-01-01,"N910FR","F9","DSM","Des Moines, IA","DEN","Denver, CO","1836",-3.00,"1928",-12.00,0.00,"",0.00,,,,,,
2017-01-01,"N919FR","F9","PHX","Phoenix, AZ","DEN","Denver, CO","0542",-3.00,"0736",-4.00,0.00,"",0.00,,,,,,
2017-01-01,"N919FR","F9","DEN","Denver, CO","IAH","Houston, TX","1502",-7.00,"1828",-9.00,0.00,"",0.00,,,,,,
2017-01-01,"N919FR","F9","IAH","Houston, TX","DEN","Denver, CO","1916",-14.00,"2123",11.00,0.00,"",0.00,,,,,,
2017-01-01,"N920FR","F9","DEN","Denver, CO","RSW","Fort Myers, FL","0009",-5.00,"0554",9.00,0.00,"",0.00,,,,,,
2017-01-01,"N920FR","F9","RSW","Fort Myers, FL","IND","Indianapolis, IN","0812",-8.00,"1032",-18.00,0.00,"",0.00,,,,,,
2017-01-01,"N920FR","F9","IND","Indianapolis, IN","RSW","Fort Myers, FL","1138",-7.00,"1403",-12.00,0.00,"",0.00,,,,,,
2017-01-01,"N920FR","F9","RSW","Fort Myers, FL","DTW","Detroit, MI","1453",-7.00,"1747",-4.00,0.00,"",0.00,,,,,,
2017-01-01,"N920FR","F9","DTW","Detroit, MI","RSW","Fort Myers, FL","1831",-14.00,"2122",-21.00,0.00,"",0.00,,,,,,
2017-01-01,"N921FR","F9","DEN","Denver, CO","SEA","Seattle, WA","0719",19.00,"0916",6.00,0.00,"",0.00,,,,,,
2017-01-01,"N921FR","F9","SEA","Seattle, WA","DEN","Denver, CO","1003",-7.00,"1418",30.00,0.00,"",0.00,0.00,0.00,30.00,0.00,0.00,
2017-01-01,"N921FR","F9","DEN","Denver, CO","CMH","Columbus, OH","1518",23.00,"2001",26.00,0.00,"",0.00,20.00,0.00,6.00,0.00,0.00,
2017-01-01,"N921FR","F9","CMH","Columbus, OH","LAS","Las Vegas, NV","2047",22.00,"2218",18.00,0.00,"",0.00,2.00,0.00,0.00,0.00,16.00,
2017-01-01,"N921FR","F9","LAS","Las Vegas, NV","MKE","Milwaukee, WI","2328",-2.00,"0433",-30.00,0.00,"",0.00,,,,,,
2017-01-01,"N922FR","F9","DEN","Denver, CO","ATL","Atlanta, GA","0625",-5.00,"1117",-10.00,0.00,"",0.00,,,,,,
2017-01-01,"N922FR","F9","ATL","Atlanta, GA","SLC","Salt Lake City, UT","1217",-3.00,"1445",8.00,0.00,"",0.00,,,,,,
2017-01-01,"N922FR","F9","SLC","Salt Lake City, UT","ATL","Atlanta, GA","1622",57.00,"2200",60.00,0.00,"",0.00,57.00,0.00,3.00,0.00,0.00,
2017-01-01,"N922FR","F9","ATL","Atlanta, GA","MCO","Orlando, FL","2236",41.00,"0014",46.00,0.00,"",0.00,0.00,0.00,5.00,0.00,41.00,
2017-01-01,"N923FR","F9","MKE","Milwaukee, WI","DEN","Denver, CO","0640",5.00,"0808",-27.00,0.00,"",0.00,,,,,,
2017-01-01,"N923FR","F9","DEN","Denver, CO","MSP","Minneapolis, MN","0920",-5.00,"1209",-11.00,0.00,"",0.00,,,,,,
2017-01-01,"N923FR","F9","MSP","Minneapolis, MN","DEN","Denver, CO","1310",-10.00,"1519",40.00,0.00,"",0.00,0.00,0.00,40.00,0.00,0.00,
